task_id	batch	dependencies	target_files	actions	hunk_ids	unit_ids	unit_ledger	pg18_chinese_source	old_english	new_english	historical_reference	status	acceptance	evidence
T20-f78ea7292c18de	2	"[""P20-INHERITANCE""]"	"[""zh/20/func/func-info.sgml""]"	"[""update_structure""]"	"[""H20-ff7b31be84b8fe10""]"	"[""U20-0f691aba691aabe4"",""U20-a7ed84078eb6bb1b"",""U20-2ed0f5e31fd56c4d"",""U20-5b9ce3139c6ccedc"",""U20-f2ff74fffdb9045c"",""U20-e41835eb86815b75"",""U20-113cc2f3161cdef5"",""U20-c3a9ae7b96b9fda0"",""U20-cbce0367b6bc3914"",""U20-edc04f36e887d5b6"",""U20-ce52c316d9eff4e2"",""U20-8117abe783bf146c"",""U20-7c2888cb52d8b05e"",""U20-c214af334f0bc94d"",""U20-047d4572557e6fc2"",""U20-a5deabde17d4b48a"",""U20-ed2e274007e9857c"",""U20-df6b2add3b682038"",""U20-c8f8c4035f0138d8"",""U20-85af1dbc6834d4f4"",""U20-6dc2771b982c6e8b"",""U20-6280691bd4ce3b3b"",""U20-761e3cbed3071813"",""U20-b99a78a833f2224a""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-info.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-fab99eb26e3ea5	2	"[""P20-INHERITANCE""]"	"[""zh/20/func/func-formatting.sgml""]"	"[""update_structure""]"	"[""H20-4e5a2b05bcb83728""]"	"[""U20-72974f6726586b52"",""U20-5b314cd98e171ca2"",""U20-e4c19bd17cb1c97f"",""U20-20bfaa0733d00e45"",""U20-29e429cea27039de"",""U20-de0a80b930eb78b2"",""U20-7ab17a0c7ad327b5"",""U20-e62e5a888f493416"",""U20-25ea745586a1ba3f""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-formatting.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-fdf5afda484f44	2	"[""P20-INHERITANCE""]"	"[""zh/20/ref/update.sgml""]"	"[""update_structure""]"	"[""H20-1558a4f5d8648d59"",""H20-27089e76ba8445ab"",""H20-9ec3ef32bdd75321"",""H20-d490d5efb895d31f""]"	"[""U20-8858347f671e8ed6"",""U20-e8d11c975b92ed59"",""U20-f5a614990793f7b0"",""U20-e7ad7719076c24f8"",""U20-8bce313279e0241e"",""U20-e48c6dc0dbd74831"",""U20-c36ed46a4b6ee324"",""U20-3d1c2ce491ba2620"",""U20-b33eb4ec050ede85""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/update.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-fe4ef12056946b	2	"[""P20-INHERITANCE""]"	"[""zh/20/func/func-info.sgml""]"	"[""update_structure""]"	"[""H20-ff7b31be84b8fe10""]"	"[""U20-0e66fb2638523a4e"",""U20-6b90c8c013bf15f3"",""U20-04f0ad008ae12b00"",""U20-4eafd2805091ca57"",""U20-de4dec7f9a8130cd"",""U20-68fb03359fe2e414"",""U20-0bcc6d8083cf6595"",""U20-797dff0ffbe79bed"",""U20-64aba9c59c861fa1"",""U20-0753bc4c084c2816"",""U20-aabd26a87ec415c6"",""U20-5a8d2e8526da229a"",""U20-a3689df378aa99a1"",""U20-d02cb0a28231e42c"",""U20-9e60c2bc31695ea4"",""U20-3a9f52c687c83354"",""U20-650a764881beac5f"",""U20-0218478788b6c65c"",""U20-506c476b20e1cf7e"",""U20-1f590b32b49f656d"",""U20-ccfbcc0f1d5fbcb9"",""U20-a25d9353564b1068"",""U20-2ba9af1b464ce623"",""U20-585f51239c78a11f""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/func/func-info.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-fe8c7982ed808b	2	"[""P20-INHERITANCE""]"	"[""zh/20/ref/alter_subscription.sgml""]"	"[""update_structure""]"	"[""H20-28819aac46a9ee5f"",""H20-44489e8231237bf7""]"	"[""U20-188f49ca3299ccac"",""U20-3cf85cf169b21b70"",""U20-d4902d9bc38f0cef"",""U20-5f94c235d2d46384""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/alter_subscription.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-ff8edfdc1cab8d	2	"[""P20-INHERITANCE""]"	"[""zh/20/ref/drop_subscription.sgml""]"	"[""update_structure""]"	"[""H20-90d9c8bde05070a2""]"	"[""U20-f506bdfe43cea422"",""U20-cd4d14172bdd8823""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/ref/drop_subscription.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class structure_or_formatting. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
P20-BATCH-3	3	"[""T20-c606b9f7d1f68c"",""T20-a3a789657e6b36"",""T20-c30774bf52d223"",""T20-390564d535213b"",""T20-482acd9f21577c"",""T20-9defd2ada3155c"",""T20-2c5f9024dea0dc"",""T20-0d4fdf42a116eb"",""T20-35f28fa8e54e02"",""T20-5eff1efa579c86"",""T20-5ea8ac5f08b251"",""T20-79b26d9c4bfec2"",""T20-5a97c58f5f96d0"",""T20-f12b29ac9b9237"",""T20-b36cec981ec9d4"",""T20-abeba47476b89b"",""T20-b72f60905564ea"",""T20-47c3e21a06cc61"",""T20-cc16d73205042a"",""T20-2d55a08646e812"",""T20-3653503cd37ece"",""T20-ba297bdffe1299"",""T20-357da042c44eca"",""T20-9e0eeb178e88e0"",""T20-ba997b631d1120"",""T20-bed378461ff3af"",""T20-b5c8a5dfcc8967"",""T20-bcfcae6c0f661d"",""T20-29a9fc701b7e99"",""T20-17bbacfdb01b58"",""T20-d01d26f16d6cea"",""T20-2333551743cff1"",""T20-02857fe29b8d92"",""T20-0d0d587e48f994"",""T20-7211bd3bc0a494"",""T20-90b4487cc75d8e"",""T20-c83d62b708c4b1"",""T20-47056139dec851"",""T20-fb7b87634ab528"",""T20-b1b62de2a125f9"",""T20-a829512995e4c5"",""T20-fee9918b35e1a6"",""T20-d42f9e61f8afae"",""T20-5a44ac5d99bc35"",""T20-82d8cbe9fce8c0"",""T20-1b28cf6af88298"",""T20-ebf568cea26212"",""T20-f4d68454bcbcd2"",""T20-a2805bc6e8ee59"",""T20-1e353fc81d52d2"",""T20-bb7c5547aa412f"",""T20-7d996b65e4d457"",""T20-9b2630a03ff6e3"",""T20-163cd34e1562a6"",""T20-5c88b2eff93e00"",""T20-72ac7a4e1e35af"",""T20-9418a89a5cd790"",""T20-c9ad6b298a4960"",""T20-58b2a8b91d929a"",""T20-c94dd7398c280d"",""T20-18790c80eaaa50"",""T20-b8e86d3e183fc7"",""T20-f9b02454b7dc09"",""T20-709261f01a3444"",""T20-8ac7e8fdd9977f"",""T20-16e32ae02e4201"",""T20-89c362771b1269"",""T20-127dbcf29a102f"",""T20-2e49f993a9a696"",""T20-d7e497e66beda4"",""T20-24a7785d92bc0e"",""T20-ec24c5b8823477"",""T20-843f869626c368"",""T20-fffdedbbfd7200"",""T20-e8e8f962ec8bc8"",""T20-b533c37a9cacfc"",""T20-49e08a06cf1d37"",""T20-bc6ae61f29eb6b"",""T20-e6d271b4f24b6b"",""T20-4bb56f56bca4ba"",""T20-ae55f2360770c2"",""T20-15401d85b8e2a7"",""T20-0a9bb62c151708"",""T20-bc9b9e37e0281c"",""T20-57b2299674c418"",""T20-c072a4f513b049"",""T20-6d532ffc58dc07"",""T20-50e5ad2077b4bf"",""T20-03c166a61aedeb"",""T20-d0193addcbd4a5"",""T20-f14a65530fcbe9"",""T20-0c08d6bd8c0516"",""T20-cf23bd1d920b51"",""T20-14febde4f49034"",""T20-907d338ef2ae80"",""T20-6a434304001503"",""T20-bb4a460450603a"",""T20-34209c469e8e91"",""T20-7c6756b2fce6c4"",""T20-0af0ca7f16017f"",""T20-abc07ac528e9ed"",""T20-ecd857c7b1f27d"",""T20-80cd733149513f"",""T20-f4dd36df25309b"",""T20-f8d33b283c53dc"",""T20-a1c6ca1e4bad68"",""T20-4fef1e60f27802"",""T20-58d79ba4d3ca9b"",""T20-8432e2d503a12d"",""T20-2023cae2239f21"",""T20-0e9d34fd514c44"",""T20-27869735ee98ea"",""T20-90f0ec369b4598"",""T20-4913a2ddffa809"",""T20-c6661cfdf41542"",""T20-32d5fbd0c0a87f"",""T20-411368507c763a"",""T20-94cbd9d9f24b0e"",""T20-98d763aa0590a0"",""T20-e1019241df64d6"",""T20-1dfac18a307a4a"",""T20-e5f56ae8433554"",""T20-5d65cda572ecf8"",""T20-af2708ab2abcdc"",""T20-9ab3aa8c00f6a3"",""T20-e433339a32bdde"",""T20-cafc8e58f93925"",""T20-a55502dab9afa4"",""T20-bd67f1a40eeee1"",""T20-6953072f2fd031"",""T20-208d86f02fdf7d"",""T20-a5c7b08920106e"",""T20-93420e2249bd20"",""T20-295e3a82c66d9f"",""T20-6c10eecddfc128"",""T20-227953d3b3f579"",""T20-cc4f4c4bc63e10"",""T20-5bb45d982b3d6b"",""T20-8fcf8ac49ef786"",""T20-05c4fd05217491"",""T20-3393a29c42e8d8"",""T20-5e30948494cacd"",""T20-c5a0a816d0040c"",""T20-d15afd05d538f6"",""T20-1ba2916d0022e6"",""T20-b7b71092014a93"",""T20-09eab3e06c19d3"",""T20-9b5d91e54edc96"",""T20-f6cb96a0ead94a"",""T20-ee15bb6a076954"",""T20-dad07d199fac96"",""T20-a30f502114735b"",""T20-bcdef63de5d122"",""T20-7ff83e9266c3a6"",""T20-cc1a4205dfe663"",""T20-09721e7fda297c"",""T20-8f6524b855f610"",""T20-44bfff5524b9ac"",""T20-5a9f54ea548aa5"",""T20-99650df182c172"",""T20-c0728c355dafc1"",""T20-2a796e11e08769"",""T20-552bbb23f2dff6"",""T20-ac6958a5874b61"",""T20-91d8a02ba29d3e"",""T20-f9267472ec7fe6"",""T20-d2d9e26221b54e"",""T20-c5a695ab3ad471"",""T20-2de96e1cdc2103"",""T20-7e2ccfb216c334"",""T20-cb8910ba5b29f4"",""T20-2070f71b539468"",""T20-2f81022e044658"",""T20-d6b1ff74e8b76c"",""T20-10588c5818d741"",""T20-3521927382c994"",""T20-b443db132d2d18"",""T20-9b5bdd5a2496bf"",""T20-a4d67cab257235"",""T20-6224e40b7229a0"",""T20-4175c2be35b90a"",""T20-6fffe785989430"",""T20-61558d8d41a357"",""T20-9ef59059274913"",""T20-a82393e59e4f55"",""T20-894fe7cff95bfa"",""T20-d7ecbfe614e1f2"",""T20-15ea8fcb199ee7"",""T20-31df4172c5b12f"",""T20-c0a9aca824e18b"",""T20-6c20e4beef1219"",""T20-86795caa43d658"",""T20-8f7fa51cef6224"",""T20-bb5fba27bc7016"",""T20-04b83ac8ad2f11"",""T20-956c225c300c92"",""T20-be52f6f6a1599a"",""T20-c4cb500142d2d1"",""T20-e00d173d3fb40f"",""T20-1c76d0fa7f3ea9"",""T20-430e642b2378cb"",""T20-7b84c950520eaa"",""T20-d4d102e1f20d11"",""T20-1a4836eab97357"",""T20-c252652d3a0931"",""T20-ff66fc674aea75"",""T20-8017c6ceb19752"",""T20-52c22f7aabb34b"",""T20-fa8a97f5c79fbf"",""T20-88397974aa41db"",""T20-2148d3e26073a5"",""T20-74b7883977114b"",""T20-70a7caab17f8f5"",""T20-2decabbb3e2cc2"",""T20-c2e861bde5ee8a"",""T20-33a3ec981f5eef"",""T20-9f1e2837964b73"",""T20-bede5528e2290c"",""T20-b04e72a17486e4"",""T20-fc41a3de92de62"",""T20-d1af55f28a4b39"",""T20-9282579a26633d"",""T20-9c4298efa7a7f2"",""T20-c37dba050227fb"",""T20-be967099d60bf6"",""T20-98523cb28c4fa2"",""T20-5e81186db73296"",""T20-e90bb25ba5ba93"",""T20-5f5b80e616c4d2"",""T20-48ca4d3f0c513d"",""T20-2e1d4eb62ca664"",""T20-271d52f82b8316"",""T20-4645b04ecbf29c"",""T20-23a8dae363d28d"",""T20-c9e2363ca5d43f"",""T20-da12aaf0cad797"",""T20-a009e7ceb86954"",""T20-aa0fab4ff87847"",""T20-26a9138ad5cd52"",""T20-826de179360ff7"",""T20-291ff0d57a148c"",""T20-a554a62cef9f38"",""T20-80b6005ddc310b"",""T20-25337ded33c298"",""T20-4396de65d45db8"",""T20-d59c143bc8138d"",""T20-2ef6bd29f6f632"",""T20-9fdf3969dc0251"",""T20-b909dcb39106fe"",""T20-22fbacbd37b873"",""T20-b63ae3d275dab8"",""T20-9ee363ea2281ce"",""T20-9d0ddc2f2d4389"",""T20-6714a8ca394153"",""T20-547f1c90ad041a"",""T20-761666b7a12aa6"",""T20-abd31cf82ce632"",""T20-062a3e5b140f0d"",""T20-5605ed2fdc3552"",""T20-e932c97cf8a2a1"",""T20-ea3dbcc2c3ecf9"",""T20-4f176963ef1130"",""T20-d67315c561cabc"",""T20-209e1fa980f820"",""T20-662d453cc86062"",""T20-44bd1779798808"",""T20-cff83546a470de"",""T20-14197e5cc32d0c"",""T20-13de5bdc163c1c"",""T20-f64e388f9dc32e"",""T20-b4a32cf91a8f15"",""T20-06ee46f96a461a"",""T20-86427b5d8a5b3f"",""T20-91340cca858ae4"",""T20-0299d7594d18da"",""T20-968665ca9ab83a"",""T20-3fa30d7139b745"",""T20-cb88b98d92b408"",""T20-9c238b6444dd1c"",""T20-9e80ba90757d40"",""T20-a03890ed1a71c0"",""T20-02102de410da9d"",""T20-894a1b824f0736"",""T20-a359bcd7345ca6"",""T20-36c76b2063b78a"",""T20-6660fc670ac95b"",""T20-5d5935b8bb1d6d"",""T20-43b6607d437405"",""T20-aee7b26bb6860a"",""T20-ec67a64e260e66"",""T20-e1ac51124ab29c"",""T20-c141b051d6333b"",""T20-839ef2b15eafb6"",""T20-03720299f29db6"",""T20-ed555ac7dae588"",""T20-74c7f0f5cab14a"",""T20-2b5b3a992d3218"",""T20-9b3b5de26e4cae"",""T20-48b6642d76270d"",""T20-ddf15aa8cd68c2"",""T20-ee11c651f7391e"",""T20-2381c6929fd381"",""T20-3117161304a271"",""T20-c489975fc5ef65"",""T20-0bf15bc58325c8"",""T20-bbfccd71c73984"",""T20-3ae11e3b2f1dfb"",""T20-29c19edc4878aa"",""T20-b8af7b3485120d"",""T20-c990ba18d83c9e"",""T20-222c007303795b"",""T20-b243cb2aefc8aa"",""T20-45d1d7a45bba26"",""T20-8ea75ddf87da4c"",""T20-fe985c38c68e16"",""T20-68866f39949347"",""T20-71a169e1150857"",""T20-c1fe4aa2c03807"",""T20-5e8ac046fcf3d4"",""T20-e956fc6a2814ba"",""T20-1a551914b2a46f"",""T20-18b08b98f4d68b"",""T20-e3d2ca49053595"",""T20-4bb43f90f8e048"",""T20-ee560e57aaa1b0"",""T20-3b51afaeb113a3"",""T20-d45dbcb38a03c8"",""T20-889e1340ca0f91"",""T20-9ea05629aab6de"",""T20-e07e0d669bea20"",""T20-afd64769d6ac25"",""T20-4092f454f1e0ff"",""T20-991868c5f564da"",""T20-f81ab9a29b095a"",""T20-9a72c6a9806e00"",""T20-6fa571261bf8d7"",""T20-e2247230db83a4"",""T20-8270f1edc22741"",""T20-c1b781a4cee9dc"",""T20-a44ee06b4ca806"",""T20-80edbdfd93160a"",""T20-c6e390f839f00f"",""T20-c04a1e8020ed8e"",""T20-2be2d372bfcc57"",""T20-7220201ebb57e1"",""T20-7b7c90270feacb"",""T20-0f047b98cda832"",""T20-8682c09727ffc2"",""T20-89679e70746d7a"",""T20-82936ae5a57ead"",""T20-9deda8c9627a29"",""T20-1b0290d691cdce"",""T20-f82b12de46ec2d"",""T20-c58776f58e8008"",""T20-5a88d5922f6fe7"",""T20-4aa64ce78b12c3"",""T20-8592c75a57f342"",""T20-b4e80a87fa3a3b"",""T20-48ea75872c6706"",""T20-ccde008f2edae6"",""T20-afb35168fb02e2"",""T20-f451165d2112d7"",""T20-46aa8db36f995a"",""T20-ab8e335ebeca7a"",""T20-5f9564cc16ba5b"",""T20-1af24fad9042a5"",""T20-1c7dc81a5ca720"",""T20-23366e25cdeacf"",""T20-53c2c6d4eaec78"",""T20-46b5aa128ef84d"",""T20-02e9d7cd728da0"",""T20-cf85b245eee3c5"",""T20-8a450d56ff7373"",""T20-dfc07eb9eaa862"",""T20-4053e3c5e5570c"",""T20-c9cfcb25309524"",""T20-706f723b626c36"",""T20-f2c8b543deb9ad"",""T20-ce30973dd1a3bd"",""T20-19814044342027"",""T20-807db8be2c71f2"",""T20-8b6b1c2b944967"",""T20-57d7b71fa46205"",""T20-f29fc1aa1d02b9"",""T20-82fa634838535d"",""T20-2a44423f84b7b1"",""T20-c74ae2802b72e1"",""T20-d5ac2c9c531de2"",""T20-5c1b61f123a0db"",""T20-066a2c518cda33"",""T20-53f2f0b3494aa2"",""T20-e632d4f09f073b"",""T20-42fbe3049c7a3f"",""T20-2421c3492c86c6"",""T20-1c784a4d934ea2"",""T20-2fa7436e1aea65"",""T20-503bb1a38511b0"",""T20-bc388d55920e9b"",""T20-5c776821549abf"",""T20-0ce17c537ef576"",""T20-75fb8ffda392dd"",""T20-532ef0a13e9c6e"",""T20-5ff9fb3628420c"",""T20-17022832cbd7f2"",""T20-3cb52394c347ab"",""T20-5f140cac775f4d"",""T20-aac4a709ef31f0"",""T20-0a09f255293f3e"",""T20-c3c06beb1b324b"",""T20-ba6e09f454755a"",""T20-ba79a6f2598054"",""T20-6fbcfcdedf20ba"",""T20-d5dbcfd57a6b6a"",""T20-13493519851e7d"",""T20-06ec7252dd29fa"",""T20-fb468f417cd74b"",""T20-3dd41955851729"",""T20-b12735b4808066"",""T20-1e651ccdfacc10"",""T20-44feef3c6685bd"",""T20-27ac2853e07ee9"",""T20-808374732de4ae"",""T20-2ada57a5c0966f"",""T20-d15bb16ae84ce0"",""T20-2afc094b933523"",""T20-a40da69227ecb8"",""T20-9e1cd9f69724cd"",""T20-f044529cfe3cfc"",""T20-e0e30d914c8e10"",""T20-1b83f174dfd0b2"",""T20-d6e50ab51a6245"",""T20-8d38ad91835673"",""T20-6806ed89f1c9a5"",""T20-30541158fcce2e"",""T20-4738414da6432f"",""T20-a87ac8a58b9ab5"",""T20-130b517c9c5023"",""T20-14665457daf8e8"",""T20-11b1efda254dc2"",""T20-0d5d3ece075116"",""T20-93bd99ffa46f98"",""T20-4dc8bae43416b8"",""T20-dfea75b1ff0c7a"",""T20-a1aa8e6c150a6f"",""T20-0abaa94644d805"",""T20-cede7dc31a4ade"",""T20-ef6f3e8466d44a"",""T20-71c990a7cb9a64"",""T20-fdbab8dda6502f"",""T20-b6a69769d16820"",""T20-9f322e8389bd2c"",""T20-3b54290ea98775"",""T20-7b99e86fcfc769"",""T20-222019123a5106"",""T20-deb09ebe3214b8"",""T20-9d0c230e654356"",""T20-4aecfa1adcb056"",""T20-bad619410a423d"",""T20-c6415541542518"",""T20-95755ce7031533"",""T20-370a9281a665ae"",""T20-20d71ef74b99f6"",""T20-294fd8ccfc62af"",""T20-a99c7a1724af1d"",""T20-00e8a415e96ca8"",""T20-3cc9d73edebb43"",""T20-44fa9828a2bcdd"",""T20-c6dff7b8bcee37"",""T20-c41df24f6f6249"",""T20-70cc7410eaa4f6"",""T20-ae307b372d5e68"",""T20-cede143a36eb10"",""T20-2e844c7bf5006e"",""T20-7195b5ddc18021"",""T20-53a81bdcfd1607"",""T20-adff4169ba4311"",""T20-6070d71e95799f"",""T20-7211629f8c0dc2"",""T20-ec0407e6101552"",""T20-219c5afaa09926"",""T20-b9a3ac5a69785a"",""T20-fada180b4c45de"",""T20-02e04fb579a6aa"",""T20-ad703f18fa6d72"",""T20-47c3876491c759"",""T20-cd87dd4ff983fb"",""T20-e74898d557f6e2"",""T20-dfc291ac4948f1"",""T20-aa65031f4c03ba"",""T20-767e5f0300ecb2"",""T20-c8d8ac612ea37f"",""T20-5f0fbd4488dc11"",""T20-aa6a15c4d6c1f5"",""T20-cd48815a128921"",""T20-e8eddb72067922"",""T20-bd98482402af4e"",""T20-30d599cf5428d5"",""T20-6b8605bc95084c"",""T20-9720e09b09e535"",""T20-c229e68f825531"",""T20-22b89ce1c15143"",""T20-7d23e59bc4509f"",""T20-9e4dce421b9db8"",""T20-3415492000fa29""]"	"[""zh/20""]"	"[""verify_batch""]"	[]	[]						pending_formal_execution	All prior tasks have evidence-backed dispositions; unresolved items remain explicitly open. Reconcile same-file edits and canonical shared meanings before the next batch.	/Users/vonng/pgsty/pgdoc/plans/pg20-from-18.6/runs/20260909-085948-37d573/TASKS.tsv
T20-00e8a415e96ca8	3	"[""P20-BATCH-2""]"	"[""zh/20/runtime.sgml""]"	"[""translate_new_content""]"	"[""H20-044dcea406b2389d"",""H20-7c5cd1b180f2cede"",""H20-da86b8c64988f5d0""]"	"[""U20-e4123f82ec451afb"",""U20-29cfa513e03cf319"",""U20-4eb84f30afc7c81b"",""U20-095a486f376a55d6"",""U20-d6c9948ee6f319da"",""U20-00658b1da64f9e1c"",""U20-df2152b3c6380229"",""U20-71169b502f848e0a"",""U20-143e05cc02a5ac20""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/runtime.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-02102de410da9d	3	"[""P20-BATCH-2""]"	"[""zh/20/pgplanadvice.sgml""]"	"[""translate_new_content""]"	"[""H20-633e077d6daaaaaf""]"	"[""U20-cc41ec10730a987d"",""U20-0f62d0aa6f12e315"",""U20-7437b50f405b2a33"",""U20-948ebfb5b9b956f4"",""U20-e798fce52a6a3fd0"",""U20-028b06ad9503169e"",""U20-8794ef7d869ce4b3"",""U20-e84c9160791a095c"",""U20-71fdb33ab5cdfab7"",""U20-de403ff337a3c9c5"",""U20-077ace40a76c12b7"",""U20-d70153ff4ad40c52"",""U20-4bb9a13d4488354b"",""U20-4f7253b385e4a07d"",""U20-1f61eb585b85f1e3"",""U20-edd83034a7312fff"",""U20-406ce1db6f8439e6"",""U20-58b95fcf5f92a710"",""U20-eb36880af95a7625"",""U20-9b02ee30f3cc5b1b"",""U20-bf1bd64a3a5ea794"",""U20-f646ec4fccbcfe14"",""U20-c96ee8639586389c"",""U20-4aeda33031a407c6""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	[]	[]	"[""/Users/vonng/pgsty/pgdoc/en/20/pgplanadvice.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg19_exact_english_candidate. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
T20-02857fe29b8d92	3	"[""P20-BATCH-2""]"	"[""zh/20/config.sgml""]"	"[""translate_changed_content""]"	"[""H20-3eda5371cc759d4a""]"	"[""U20-ade4e0e0904ebd1e""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/translation-units.jsonl	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/zh/18/config.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/tmp/pg20-from-18.6/20260909-085948-37d573/inputs/en/18.6/config.sgml""]"	"[""/Users/vonng/pgsty/pgdoc/en/20/config.sgml""]"	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/historical-reuse.tsv	pending_formal_execution	Reuse class pg18_changed_context. Read complete units, old/new contexts, and raw hunks. Candidate locations require semantic confirmation. Save before/after exact spans, terminology IDs, preserved text and validation. Old unpaired spans require replacement pairing, never automatic deletion.	/Users/vonng/pgsty/pgdoc/en/diff/20-vs-18.6/20260909-085948-37d573/hunks.tsv
