task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
G-25a605cd9b2b56d85c03	3	FOUR-FILE-SKELETONS	12	func.sgml	translated	PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:13067		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25aa184ce1219fbabe93	3	FOUR-FILE-SKELETONS	10	biblio.sgml	translated	PG10-H000257	/Users/vonng/pgsty/pgdoc/en/10.23/biblio.sgml:172	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/biblio.sgml	canonical:general-appendices	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25b209edba5e8f7fc2ce	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	translated	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:20960|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:14602		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25b74eac58832792d5d6	3	FOUR-FILE-SKELETONS	13,12,11,10	json.sgml	translated	PG10-H006933,PG11-H005936	/Users/vonng/pgsty/pgdoc/en/13.23/json.sgml:421|/Users/vonng/pgsty/pgdoc/en/12.22/json.sgml:419|/Users/vonng/pgsty/pgdoc/en/11.22/json.sgml:405|/Users/vonng/pgsty/pgdoc/en/10.23/json.sgml:405		canonical:root-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25ba4d08ce5e5233ea07	3	FOUR-FILE-SKELETONS	13,12,11	ref/drop_operator.sgml	translated	PG11-H008286,PG12-H007847,PG13-H006914	/Users/vonng/pgsty/pgdoc/en/13.23/ref/drop_operator.sgml:130|/Users/vonng/pgsty/pgdoc/en/12.22/ref/drop_operator.sgml:130|/Users/vonng/pgsty/pgdoc/en/11.22/ref/drop_operator.sgml:130		canonical:tail-assist-round08	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25bb0257ae3a2ffd1853	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002219,PG11-H000968,PG12-H000812	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:20722|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:19280|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:19119	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/func.sgml	canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25bc9a8642d8505cbfac	3	FOUR-FILE-SKELETONS	13,12,11,10	plpgsql.sgml	translated	PG10-H009220	/Users/vonng/pgsty/pgdoc/en/13.23/plpgsql.sgml:874|/Users/vonng/pgsty/pgdoc/en/12.22/plpgsql.sgml:852|/Users/vonng/pgsty/pgdoc/en/11.22/plpgsql.sgml:852|/Users/vonng/pgsty/pgdoc/en/10.23/plpgsql.sgml:858		canonical:plpgsql	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25beaee58769ce0a8010	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002157,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:9564|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:9174|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:9055		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25bf7f1427d3ba85113b	3	FOUR-FILE-SKELETONS	13,12	catalogs.sgml	translated	PG12-H000088,PG13-H000065	/Users/vonng/pgsty/pgdoc/en/13.23/catalogs.sgml:1270|/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:1137	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/catalogs.sgml	canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25bf8d4f7ba1be2498e7	3	FOUR-FILE-SKELETONS	12,11,10	monitoring.sgml	translated	PG10-H008776,PG11-H007490,PG12-H007201	/Users/vonng/pgsty/pgdoc/en/12.22/monitoring.sgml:1114|/Users/vonng/pgsty/pgdoc/en/11.22/monitoring.sgml:1082|/Users/vonng/pgsty/pgdoc/en/10.23/monitoring.sgml:1078		canonical:monitoring	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25c47406e983a3822225	3	FOUR-FILE-SKELETONS	10	catalogs.sgml	translated	PG10-H000368	/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:3876	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/catalogs.sgml	canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25c693e4f7dbce0b9889	3	FOUR-FILE-SKELETONS	12,11,10	catalogs.sgml	literal_reviewed	PG10-H000451,PG11-H000235,PG12-H000206	/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:9787|/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:9694|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:9562		canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25c8c76354f3666fc413	3	FOUR-FILE-SKELETONS	13,12,11,10	indices.sgml	translated	PG10-H006707	/Users/vonng/pgsty/pgdoc/en/13.23/indices.sgml:1125|/Users/vonng/pgsty/pgdoc/en/12.22/indices.sgml:1126|/Users/vonng/pgsty/pgdoc/en/11.22/indices.sgml:1083|/Users/vonng/pgsty/pgdoc/en/10.23/indices.sgml:1238		canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25cc9677207a90d2fb7c	3	FOUR-FILE-SKELETONS	12,11,10	textsearch.sgml	translated	PG10-H013046,PG11-H008942,PG12-H008351	/Users/vonng/pgsty/pgdoc/en/12.22/textsearch.sgml:914|/Users/vonng/pgsty/pgdoc/en/11.22/textsearch.sgml:920|/Users/vonng/pgsty/pgdoc/en/10.23/textsearch.sgml:917		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25d0170babaff6e24f47	3	FOUR-FILE-SKELETONS	12,11,10	mvcc.sgml	literal_reviewed	PG10-H008823,PG10-H008825,PG11-H007506,PG11-H007508,PG12-H007222,PG12-H007224	/Users/vonng/pgsty/pgdoc/en/12.22/mvcc.sgml:1093|/Users/vonng/pgsty/pgdoc/en/12.22/mvcc.sgml:1125|/Users/vonng/pgsty/pgdoc/en/11.22/mvcc.sgml:1092|/Users/vonng/pgsty/pgdoc/en/11.22/mvcc.sgml:1124|/Users/vonng/pgsty/pgdoc/en/10.23/mvcc.sgml:1092|/Users/vonng/pgsty/pgdoc/en/10.23/mvcc.sgml:1124	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/mvcc.sgml	canonical:core-internals	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25d3c2737d948b842722	3	FOUR-FILE-SKELETONS	13,12,11,10	runtime.sgml	translated	PG10-H012578,PG11-H008782,PG12-H008237,PG13-H007094	/Users/vonng/pgsty/pgdoc/en/13.23/runtime.sgml:644|/Users/vonng/pgsty/pgdoc/en/12.22/runtime.sgml:606|/Users/vonng/pgsty/pgdoc/en/11.22/runtime.sgml:573|/Users/vonng/pgsty/pgdoc/en/10.23/runtime.sgml:558		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25d7c1fe270fb54c3dfa	3	FOUR-FILE-SKELETONS	13,12,11,10	config.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/config.sgml:9131|/Users/vonng/pgsty/pgdoc/en/12.22/config.sgml:8788|/Users/vonng/pgsty/pgdoc/en/11.22/config.sgml:7839|/Users/vonng/pgsty/pgdoc/en/10.23/config.sgml:7461		canonical:config	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25e07d965d225ab5fad2	3	FOUR-FILE-SKELETONS	10	ref/pg_restore.sgml	translated	PG10-H011695	/Users/vonng/pgsty/pgdoc/en/10.23/ref/pg_restore.sgml:515	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/pg_restore.sgml	canonical:tail-assist-round06	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25e725f5b554d145de43	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:13619|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:9022		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25ecac32e35c2bfbf8a9	3	FOUR-FILE-SKELETONS	10	ref/create_tablespace.sgml	translated	PG10-H010808	/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_tablespace.sgml:147		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25ecb4fee4603f0a7531	3	FOUR-FILE-SKELETONS	13,12,11	ddl.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ddl.sgml:4649|/Users/vonng/pgsty/pgdoc/en/12.22/ddl.sgml:4646|/Users/vonng/pgsty/pgdoc/en/11.22/ddl.sgml:4019		canonical:ddl	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25ee5e5f3f3c86a5e9b3	3	FOUR-FILE-SKELETONS	13,12,11,10	ref/pgbench.sgml	translated	PG10-H011783,PG10-H011784	/Users/vonng/pgsty/pgdoc/en/13.23/ref/pgbench.sgml:2146|/Users/vonng/pgsty/pgdoc/en/13.23/ref/pgbench.sgml:2160|/Users/vonng/pgsty/pgdoc/en/12.22/ref/pgbench.sgml:1722|/Users/vonng/pgsty/pgdoc/en/12.22/ref/pgbench.sgml:1736|/Users/vonng/pgsty/pgdoc/en/11.22/ref/pgbench.sgml:1626|/Users/vonng/pgsty/pgdoc/en/11.22/ref/pgbench.sgml:1640|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pgbench.sgml:1182|/Users/vonng/pgsty/pgdoc/en/10.23/ref/pgbench.sgml:1196		canonical:tail-assist-round05	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25f90d7d96758ff294ff	3	FOUR-FILE-SKELETONS	13,12,11,10	high-availability.sgml	translated	PG10-H002366,PG11-H001054,PG12-H000889,PG13-H000597	/Users/vonng/pgsty/pgdoc/en/13.23/high-availability.sgml:1641|/Users/vonng/pgsty/pgdoc/en/12.22/high-availability.sgml:1630|/Users/vonng/pgsty/pgdoc/en/11.22/high-availability.sgml:1628|/Users/vonng/pgsty/pgdoc/en/10.23/high-availability.sgml:1622		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25fa5a82dbe6e24d0d7e	3	FOUR-FILE-SKELETONS	13,12,11,10	indices.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/indices.sgml:1342|/Users/vonng/pgsty/pgdoc/en/12.22/indices.sgml:1343|/Users/vonng/pgsty/pgdoc/en/11.22/indices.sgml:1289|/Users/vonng/pgsty/pgdoc/en/10.23/indices.sgml:1038		canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-25fcb0851aadca8622d5	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002190,PG11-H000933,PG12-H000776	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:17184|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:17194|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:15891|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:15901|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:15741|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:15751		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2602cac027531467c7bb	3	FOUR-FILE-SKELETONS	13,12,11,10	rules.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/rules.sgml:2127|/Users/vonng/pgsty/pgdoc/en/12.22/rules.sgml:2126|/Users/vonng/pgsty/pgdoc/en/11.22/rules.sgml:2126|/Users/vonng/pgsty/pgdoc/en/10.23/rules.sgml:2126		canonical:tail-assist-round03	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26054c1bc6dd7468e363	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	literal_reviewed	PG10-H002147,PG11-H000915,PG12-H000759	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:1778|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:1668|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:1668		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2607334cf1c10cb5ae9c	3	FOUR-FILE-SKELETONS	12	func.sgml	translated	PG12-H000755	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:1393		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-260763c1a258fc69ba38	3	FOUR-FILE-SKELETONS	13,12,11,10	charset.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/charset.sgml:818|/Users/vonng/pgsty/pgdoc/en/12.22/charset.sgml:816|/Users/vonng/pgsty/pgdoc/en/11.22/charset.sgml:816|/Users/vonng/pgsty/pgdoc/en/10.23/charset.sgml:816		canonical:root-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2608e0bceff2120b90b7	3	FOUR-FILE-SKELETONS	12,11	ref/select.sgml	partial_reuse	PG11-H008682,PG12-H008162	/Users/vonng/pgsty/pgdoc/en/12.22/ref/select.sgml:893|/Users/vonng/pgsty/pgdoc/en/11.22/ref/select.sgml:860	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/select.sgml	canonical:tail-assist-round04	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26097c35008cd6cabb58	3	FOUR-FILE-SKELETONS	13,12,11	ref/update.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/update.sgml:381|/Users/vonng/pgsty/pgdoc/en/12.22/ref/update.sgml:377|/Users/vonng/pgsty/pgdoc/en/11.22/ref/update.sgml:377		canonical:tail-assist-round04	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-260a8ae63df1156d23c5	3	FOUR-FILE-SKELETONS	13	xindex.sgml	reused_reviewed	PG13-H007207	/Users/vonng/pgsty/pgdoc/en/13.23/xindex.sgml:780	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/xindex.sgml	canonical:index-methods	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-260b0714fb2c77c59546	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:25320		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-261bfe047e6618f48ce0	3	FOUR-FILE-SKELETONS	13,12,11,10	backup.sgml	translated	PG10-H000222,PG11-H000059	/Users/vonng/pgsty/pgdoc/en/13.23/backup.sgml:1302|/Users/vonng/pgsty/pgdoc/en/12.22/backup.sgml:1296|/Users/vonng/pgsty/pgdoc/en/11.22/backup.sgml:1269|/Users/vonng/pgsty/pgdoc/en/10.23/backup.sgml:1263		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-261dfffccabba46656b2	3	FOUR-FILE-SKELETONS	13,12,11,10	func.sgml	translated	PG10-H002135,PG11-H000904,PG12-H000744	/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:602|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:362|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:362|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:362		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26276927324460fe8974	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	translated	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:20059|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:14089		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-262d24fe63ba97f5fdc9	3	FOUR-FILE-SKELETONS	12	func.sgml	translated	PG12-H000755	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:1404		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-262dfd7d4fa03008e6f8	3	FOUR-FILE-SKELETONS	13,12,11,10	protocol.sgml	literal_reviewed	PG10-H009668,PG10-H009670,PG10-H009671,PG10-H009672,PG10-H009673,PG10-H009676,PG11-H007773,PG11-H007775,PG11-H007776,PG11-H007777,PG11-H007778,PG11-H007779,PG11-H007782,PG12-H007435,PG12-H007436,PG12-H007437,PG12-H007438,PG12-H007439,PG12-H007440,PG12-H007442,PG13-H006606,PG13-H006607,PG13-H006608,PG13-H006609,PG13-H006610,PG13-H006611,PG13-H006613	/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6531|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6679|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6756|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6766|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6800|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6854|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:6910|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:7013|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:7091|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:7112|/Users/vonng/pgsty/pgdoc/en/13.23/protocol.sgml:7197|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6483|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6631|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6708|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6718|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6752|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6806|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6862|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:6965|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:7043|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:7064|/Users/vonng/pgsty/pgdoc/en/12.22/protocol.sgml:7149|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6339|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6487|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6564|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6574|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6608|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6662|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6718|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6821|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6899|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:6920|/Users/vonng/pgsty/pgdoc/en/11.22/protocol.sgml:7005|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6150|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6298|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6375|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6385|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6419|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6473|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6529|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6632|/Users/vonng/pgsty/pgdoc/en/10.23/protocol.sgml:6760		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-2645499b4b7307113d39	3	FOUR-FILE-SKELETONS	10	ref/alter_domain.sgml	translated	PG10-H009879	/Users/vonng/pgsty/pgdoc/en/10.23/ref/alter_domain.sgml:290	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/alter_domain.sgml	canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-264827a9c6ae6f021c71	3	FOUR-FILE-SKELETONS	13	installation.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/installation.sgml:1602	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/installation.sgml	canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-264c29cf4b12c27830c0	3	FOUR-FILE-SKELETONS	13,12,11	ref/explain.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/explain.sgml:431|/Users/vonng/pgsty/pgdoc/en/12.22/ref/explain.sgml:417|/Users/vonng/pgsty/pgdoc/en/11.22/ref/explain.sgml:405		canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-265132703566224c0928	3	FOUR-FILE-SKELETONS	13,12,11	ref/explain.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/explain.sgml:89|/Users/vonng/pgsty/pgdoc/en/12.22/ref/explain.sgml:88|/Users/vonng/pgsty/pgdoc/en/11.22/ref/explain.sgml:87		canonical:tail-assist-round07	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26532c1361cf2eea20ae	3	FOUR-FILE-SKELETONS	10	ref/analyze.sgml	reused_reviewed		/Users/vonng/pgsty/pgdoc/en/10.23/ref/analyze.sgml:55	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/analyze.sgml	canonical:tail-final-round11	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26542229535988008d6d	3	FOUR-FILE-SKELETONS	13,12,11,10	fdwhandler.sgml	translated	PG10-H002066,PG11-H000849	/Users/vonng/pgsty/pgdoc/en/13.23/fdwhandler.sgml:378|/Users/vonng/pgsty/pgdoc/en/12.22/fdwhandler.sgml:378|/Users/vonng/pgsty/pgdoc/en/11.22/fdwhandler.sgml:373|/Users/vonng/pgsty/pgdoc/en/10.23/fdwhandler.sgml:372		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26550bba68c6f64f8614	3	FOUR-FILE-SKELETONS	13,12,11,10	plpython.sgml	translated	PG10-H009411,PG11-H007705,PG12-H007378,PG13-H006568	/Users/vonng/pgsty/pgdoc/en/13.23/plpython.sgml:580|/Users/vonng/pgsty/pgdoc/en/12.22/plpython.sgml:580|/Users/vonng/pgsty/pgdoc/en/11.22/plpython.sgml:580|/Users/vonng/pgsty/pgdoc/en/10.23/plpython.sgml:576		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26557ff5ce6f92365ac4	3	FOUR-FILE-SKELETONS	13,12,11,10	fdwhandler.sgml	translated	PG10-H002066,PG11-H000849	/Users/vonng/pgsty/pgdoc/en/13.23/fdwhandler.sgml:388|/Users/vonng/pgsty/pgdoc/en/12.22/fdwhandler.sgml:388|/Users/vonng/pgsty/pgdoc/en/11.22/fdwhandler.sgml:381|/Users/vonng/pgsty/pgdoc/en/10.23/fdwhandler.sgml:380		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-26594a92772f819e4b2e	3	FOUR-FILE-SKELETONS	13,12,11	ref/alter_database.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/alter_database.sgml:190|/Users/vonng/pgsty/pgdoc/en/12.22/ref/alter_database.sgml:190|/Users/vonng/pgsty/pgdoc/en/11.22/ref/alter_database.sgml:190		canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
